date,open,high,low,close,volume,market_cap
2017-12-15T08:03:40.000000Z,19211.5,19240.0,18444.0,19205.0,3383187.0,
2017-12-15T10:02:38.000000Z,19381.5,19910.0,19370.5,19823.0,3988838.0,
2017-12-15T12:00:42.000000Z,19874.0,19939.5,19605.0,19784.0,2931574.0,
2017-12-15T14:00:14.000000Z,19784.0,19863.5,19519.0,19565.0,2279760.0,
2017-12-15T16:00:47.000000Z,19561.0,19806.0,19525.0,19637.5,1458847.0,
2017-12-15T18:01:06.000000Z,19620.0,19842.5,19501.5,19705.0,1962331.0,
2017-12-15T20:01:11.000000Z,19748.0,19850.5,19256.0,19542.5,2318612.0,
2017-12-15T22:00:04.000000Z,19569.5,19744.0,19337.5,19621.5,1103342.0,
2017-12-16T00:03:02.000000Z,19644.0,19840.0,19553.0,19658.0,1631285.0,
2017-12-16T02:03:36.000000Z,19671.0,19706.5,19525.5,19591.0,897222.0,
2017-12-16T04:00:06.000000Z,19600.0,19850.0,19599.5,19840.0,1568560.0,
2017-12-16T06:00:25.000000Z,19840.0,20100.0,19840.0,20060.5,2428139.0,
2017-12-16T08:00:32.000000Z,20100.0,20100.0,19888.0,20099.0,885621.0,
2017-12-16T10:00:17.000000Z,20087.0,20685.0,20000.0,20498.5,2203558.0,
2017-12-16T12:00:22.000000Z,20491.0,21090.5,20219.5,20909.0,3319438.0,
2017-12-16T14:00:18.000000Z,20923.5,21662.0,20801.5,21532.0,4937402.0,
2017-12-16T16:00:10.000000Z,21532.0,21644.0,20802.0,21552.0,2271781.0,
2017-12-16T18:01:03.000000Z,21575.5,22049.0,21451.5,21975.5,2374471.0,
2017-12-16T20:00:13.000000Z,22005.0,22391.0,21833.5,22229.0,3019331.0,
2017-12-16T22:00:06.000000Z,22174.5,22665.0,21821.0,22308.0,3495655.0,
2017-12-17T00:00:28.000000Z,22325.0,22420.0,21902.0,22070.0,2424743.0,
2017-12-17T02:00:17.000000Z,22065.0,22675.0,21974.5,22199.5,1674968.0,
2017-12-17T04:00:08.000000Z,22251.5,22596.0,21982.5,22563.0,1561156.0,
2017-12-17T06:01:26.000000Z,22596.0,22777.0,22480.0,22777.0,606254.0,
2017-12-17T08:01:38.000000Z,22777.0,23242.0,22694.0,23242.0,2596789.0,
2017-12-17T10:00:18.000000Z,23247.5,23485.0,22332.0,23041.0,4742745.0,
2017-12-17T12:00:06.000000Z,23110.5,23343.0,22868.5,23046.0,2217323.0,
2017-12-17T14:00:23.000000Z,23042.0,23043.0,22123.0,22527.0,3185871.0,
2017-12-17T16:00:47.000000Z,22507.5,22698.5,21448.0,22243.0,2700993.0,
2017-12-17T18:00:03.000000Z,22108.0,22350.0,21006.0,21994.0,2297568.0,
2017-12-17T20:00:02.000000Z,21994.0,22909.5,21979.0,22505.0,3991307.0,
2017-12-17T22:00:58.000000Z,22490.0,23458.0,21900.0,22559.0,9633787.0,
2017-12-18T00:00:07.000000Z,22559.0,22559.0,20203.0,20878.0,11529964.0,
2017-12-18T02:00:43.000000Z,20919.5,21275.0,20420.0,20916.5,4644302.0,
