date,open,high,low,close,volume,market_cap
2017-09-14T08:38:01.000000Z,3900.0,4199.5,3712.7,3813.2,196974.0,
2017-09-14T10:00:39.000000Z,3813.2,3859.9,3512.0,3590.0,1011350.0,
2017-09-14T12:00:53.000000Z,3573.0,3895.4,3450.0,3550.7,1111728.0,
2017-09-14T14:01:01.000000Z,3574.9,3650.0,3487.4,3598.8,1063482.0,
2017-09-14T16:00:29.000000Z,3589.4,3634.5,3391.4,3394.7,2645841.0,
2017-09-14T18:00:07.000000Z,3375.0,3608.7,3275.5,3460.0,5315148.0,
2017-09-14T20:00:20.000000Z,3460.0,3499.0,3310.0,3368.0,1018461.0,
2017-09-14T22:05:17.000000Z,3285.4,3489.7,3285.4,3365.0,852250.0,
2017-09-15T00:00:58.000000Z,3365.0,3611.0,3300.0,3539.5,1987799.0,
2017-09-15T02:03:34.000000Z,3558.5,3597.2,3426.5,3493.1,233522.0,
2017-09-15T04:01:03.000000Z,3478.0,3478.0,3380.0,3380.0,307675.0,
2017-09-15T06:01:10.000000Z,3400.4,3400.4,3131.2,3202.0,1683377.0,
2017-09-15T08:00:17.000000Z,3200.5,3269.4,3085.0,3100.2,3352958.0,
2017-09-15T10:00:02.000000Z,3100.2,3240.0,3010.0,3071.0,3461253.0,
2017-09-15T12:00:36.000000Z,3099.0,3501.3,3050.0,3473.7,5490302.0,
2017-09-15T14:00:48.000000Z,3498.0,3797.0,3487.0,3779.1,5024122.0,
2017-09-15T16:00:50.000000Z,3766.9,3798.9,3500.0,3622.2,2091124.0,
2017-09-15T18:00:04.000000Z,3615.1,3798.3,3607.0,3708.8,637326.0,
2017-09-15T20:00:02.000000Z,3708.8,3845.0,3680.8,3843.2,847891.0,
2017-09-15T22:01:16.000000Z,3845.0,3845.0,3688.8,3714.8,642535.0,
2017-09-16T00:03:04.000000Z,3695.0,3818.3,3694.8,3814.8,409878.0,
2017-09-16T02:00:04.000000Z,3817.1,3849.7,3765.3,3849.7,463979.0,
2017-09-16T04:00:30.000000Z,3813.8,3900.0,3800.1,3820.9,637256.0,
2017-09-16T06:00:04.000000Z,3824.4,3859.0,3752.1,3827.5,283492.0,
2017-09-16T08:00:02.000000Z,3826.1,3915.0,3665.0,3665.0,1649275.0,
2017-09-16T10:00:04.000000Z,3665.0,3728.2,3455.0,3685.0,2609732.0,
2017-09-16T12:00:05.000000Z,3685.0,3685.0,3516.5,3597.3,827661.0,
2017-09-16T14:00:06.000000Z,3601.3,3674.8,3530.0,3560.0,1385306.0,
2017-09-16T16:00:21.000000Z,3558.9,3616.7,3526.3,3615.4,904667.0,
